Brand;Price;Ram;CPU;GPU;Display;Storage
HP;129999;32;3357,62;0,00;32,40;4285,71
MSI;229900;16;5069,15;0,00;90,27;2142,86
Samsung;109900;16;970,53;0,00;28,75;1097,14
Alienware;242500;64;4681,43;0,00;82,76;2142,86
HP;94900;32;3540,62;0,00;28,75;4285,71
Lenovo;136477;32;3962,12;0,00;28,75;2142,86
Lenovo;74995;16;3035,95;0,00;32,40;1097,14
Dell;80999;8;3811,79;0,00;41,61;548,57
HP;139999;16;4036,08;0,00;46,75;1097,14
MSI;134999;16;4084,38;0,00;43,99;2142,86
Lenovo;35438;8;2849,67;0,00;13,20;1097,14
HP;45900;8;3138,05;0,00;28,75;548,57
Dell;26973;4;2182,62;4,89;12,16;68,57
Dell;131999;16;4016,82;0,00;28,75;548,57
HP;235500;64;3279,53;0,00;11,55;933,33
ASUS;63999;8;1937,88;19,34;13,20;1097,14
Dell;89900;8;2538,10;11,88;112,22;274,29
Razer;365999;32;4697,75;0,00;77,72;2142,86
Acer;89995;8;4349,91;0,00;43,99;1097,14
Lenovo;139900;8;3236,11;0,00;28,75;466,67
Lenovo;216877;32;4084,38;0,00;88,28;2142,86
Dell;154276;32;3541,15;0,00;32,40;548,57
HP;53999;8;1126,60;11,88;34,49;274,29
Acer;64900;8;2482,50;0,00;28,75;1097,14
Dell;111800;16;2560,37;11,88;13,50;548,57
Dell;119900;8;0,00;0,00;12,68;466,67
Dell;89490;8;2809,54;0,00;32,40;548,57
HP;44999;4;0,00;0,00;11,28;233,33
Lenovo;39900;8;0,00;0,00;12,17;548,57
Acer;79900;8;0,00;0,00;28,75;466,67
Toshiba;117900;8;0,00;5,05;37,40;274,29
Dell;44900;8;2378,44;0,00;28,75;1097,14
MSI;289900;64;3630,74;0,00;80,18;2142,86
HP;80000;8;0,00;8,64;13,20;274,29
ASUS;259900;16;3540,62;0,00;156,03;2142,86
Lenovo;47900;8;0,00;0,00;13,20;466,67
Acer;19900;4;0,00;1,35;20,69;34,29
Lenovo;79900;12;0,00;0,00;28,75;466,67
Dell;92000;8;0,00;0,00;28,75;233,33
HP;199000;8;0,00;8,64;13,20;771,43
Lenovo;84299;8;2863,93;0,00;34,49;548,57
Lenovo;99999;8;0,00;6,01;55,27;548,57
ASUS;60649;8;3021,49;0,00;12,68;548,57
MSI;119999;16;3236,11;0,00;38,84;1097,14
Lenovo;149900;16;3540,62;0,00;32,40;1097,14
Lenovo;119900;24;3279,53;0,00;32,40;2142,86
HP;82900;16;3966,33;0,00;25,99;2142,86
ASUS;65999;20;0,00;0,00;28,75;1097,14
MSI;159900;16;4681,43;0,00;46,75;2142,86
Dell;119900;16;3540,62;0,00;28,75;8571,43
HP;90656;64;3059,80;0,00;11,28;4285,71
HP;79656;32;3059,80;0,00;11,28;4285,71
HP;56656;20;3059,80;0,00;11,28;2142,86
Dell;165900;32;4681,43;0,00;41,61;2142,86
Dell;155900;24;4681,43;0,00;41,61;2142,86
Dell;94900;16;4233,09;0,00;28,75;2142,86
ASUS;56900;12;0,00;0,00;28,75;1097,14
ASUS;162999;40;3668,64;0,00;46,75;8571,43
ASUS;284999;64;4300,12;0,00;69,12;2142,86
Gigabyte;204900;16;4681,43;0,00;129,57;1097,14
HP;72999;8;3059,80;0,00;11,28;1097,14
HP;218900;16;3279,53;0,00;32,40;8571,43
Lenovo;129999;16;4014,81;0,00;30,14;1097,14
Acer;89900;12;3540,62;0,00;28,75;1097,14
HP;201900;32;4233,09;0,00;25,99;8571,43
HP;140500;16;3279,53;0,00;11,28;933,33
LG;184605;16;4442,10;0,00;105,43;1097,14
HP;224900;64;3279,53;0,00;11,28;4285,71
HP;104900;16;3801,17;0,00;25,99;1097,14
ASUS;149999;16;4346,79;0,00;43,99;2142,86
Acer;171999;32;4681,43;0,00;46,75;4285,71
MSI;172999;64;4681,43;0,00;46,62;4285,71
HP;166500;16;3279,53;0,00;11,28;4285,71
Gigabyte;527400;64;4681,43;0,00;129,57;17142,86
Dell;90999;64;4003,89;0,00;32,40;4285,71
Dell;153222;32;3979,73;0,00;28,75;1097,14
Dell;169900;64;3924,67;0,00;30,14;8571,43
Dell;139900;32;3924,67;0,00;30,14;4285,71
Acer;107900;40;3138,05;0,00;28,75;466,67
MSI;97900;64;3300,89;0,00;28,75;1097,14
Dell;73900;32;3279,53;0,00;28,75;4285,71
ASUS;89900;16;3218,12;0,00;43,99;2142,86
HP;138500;16;3279,53;0,00;11,55;1097,14
HP;219900;8;3540,62;0,00;11,55;8571,43
Alienware;237900;64;4681,43;0,00;82,76;4285,71
Alienware;217900;32;4681,43;0,00;82,76;4285,71
Alienware;210900;32;4681,43;0,00;82,76;2142,86
Dell;61900;12;2378,44;0,00;28,75;548,57
Lenovo;99900;40;3801,17;0,00;28,75;2142,86
ASUS;165900;24;5209,73;0,00;43,00;4285,71
HP;104900;64;3801,17;0,00;11,55;8571,43
Dell;79999;20;2849,67;0,00;28,75;1097,14
ASUS;71900;16;3801,17;0,00;30,14;1097,14
ASUS;326900;32;5058,01;0,00;81,61;4285,71
MSI;87900;32;3540,62;0,00;28,75;2142,86
Dell;41900;8;2031,02;3,89;11,28;1097,14
ASUS;142900;32;4346,79;0,00;46,75;2142,86
ASUS;61900;32;3021,49;0,00;12,68;4285,71
Acer;104900;32;3133,96;0,00;46,75;2142,86
HP;256900;64;5438,96;0,00;61,64;4285,71
Gigabyte;246900;32;4681,43;0,00;129,57;4285,71
ASUS;289900;64;4869,93;0,00;77,72;4285,71
HP;211900;48;5209,73;0,00;59,47;4285,71
Gigabyte;351900;64;4681,43;0,00;129,57;17142,86
Acer;115999;32;4084,38;0,00;46,75;4285,71
HP;228900;16;5139,14;0,00;61,64;2142,86
HP;118900;32;3979,73;0,00;28,75;2142,86
ASUS;130900;32;4681,43;0,00;30,14;4285,71
HP;141900;64;4233,09;35,83;28,75;4285,71
HP;117900;16;4233,09;35,83;28,75;4285,71
MSI;180900;64;5157,91;0,00;46,75;2142,86
HP;47900;16;3059,80;0,00;11,28;1097,14
HP;94900;32;3279,53;0,00;25,99;2142,86
HP;59998;32;612,33;0,00;11,55;2142,86
HP;149500;16;3279,53;0,00;11,28;4285,71
Lenovo;53900;8;3279,53;0,00;28,75;1097,14
ASUS;176999;64;4491,93;0,00;46,75;8571,43
Acer;109499;8;4084,38;0,00;46,75;233,33
ASUS;93900;24;3940,23;0,00;25,99;2142,86
MSI;209999;64;4681,43;0,00;90,27;4285,71
HP;52900;16;2253,44;11,05;11,53;1097,14
Dell;94993;8;4233,09;0,00;28,75;548,57
Lenovo;188001;32;5139,14;0,00;69,12;2142,86
HP;192648;32;4471,04;72,77;35,04;1097,14
HP;49900;8;3059,80;0,00;11,28;548,57
Acer;64999;12;3279,53;0,00;25,99;548,57
HP;104900;16;4233,09;35,83;28,75;2142,86
HP;100871;32;4233,09;0,00;11,55;2142,86
Lenovo;64900;12;3279,53;0,00;32,40;548,57
MSI;279500;64;5209,73;0,00;46,75;8571,43
LG;233900;32;4442,10;0,00;46,62;17142,86
Lenovo;254900;32;6008,14;0,00;85,19;2142,86
HP;129999;64;3138,05;0,00;11,55;4285,71
HP;134999;64;3138,05;0,00;11,55;4285,71
Dell;124900;32;3801,17;0,00;35,04;4285,71
HP;167900;16;4084,38;0,00;28,75;4285,71
HP;74900;32;3059,80;0,00;11,28;1097,14
HP;119400;32;3979,73;0,00;28,75;4285,71
HP;60900;16;2253,44;11,05;11,28;466,67
HP;24999;4;1810,09;2,64;11,53;137,14
HP;209999;32;4180,51;43,79;129,57;1097,14
ASUS;346900;16;4346,79;0,00;78,02;17142,86
Dell;59999;16;3279,53;0,00;28,75;2142,86
ASUS;142900;40;4653,22;0,00;36,79;4285,71
MSI;184900;64;5157,91;0,00;46,75;4285,71
LG;154900;16;4180,51;0,00;28,75;2142,86
LG;157900;16;4180,51;0,00;46,62;2142,86
MSI;329900;64;6427,28;0,00;77,72;4285,71
ASUS;132900;48;3218,12;0,00;43,99;4285,71
HP;85900;8;2091,17;11,05;11,53;1097,14
ASUS;148900;24;4491,93;0,00;30,14;2142,86
ASUS;143900;24;4491,93;0,00;30,14;2142,86
ASUS;113900;40;3940,23;0,00;25,99;4285,71
ASUS;84900;36;3059,80;0,00;28,75;4285,71
ASUS;247900;32;6233,67;0,00;105,43;4285,71
Acer;73900;20;3279,53;0,00;28,75;1097,14
HP;99900;16;3940,23;0,00;28,75;2142,86
Lenovo;122999;16;3541,15;0,00;32,40;4285,71
Lenovo;38888;12;3059,80;0,00;13,20;1097,14
Dell;116999;32;2378,44;0,00;28,75;4285,71
HP;32999;16;1810,09;2,64;11,53;137,14
Dell;39999;8;2031,02;3,89;11,28;274,29
HP;257500;64;4681,43;0,00;27,85;2142,86
MSI;668999;64;6233,67;0,00;81,93;17142,86
Dell;107315;16;4016,82;0,00;34,49;1097,14
HP;205853;16;4383,70;0,00;37,37;1097,14
Dell;77999;16;3357,62;0,00;34,49;1097,14
HP;94900;64;3704,22;0,00;32,40;4285,71
LG;139699;16;4442,10;0,00;105,43;2142,86
ASUS;149999;40;4491,93;0,00;46,75;4285,71
ASUS;148999;24;4491,93;0,00;46,75;4285,71
ASUS;61900;16;3059,80;0,00;12,68;2142,86
Lenovo;70945;8;3801,17;0,00;32,40;548,57
Lenovo;126761;16;3979,73;0,00;28,75;1097,14
MSI;160900;16;4180,51;0,00;28,75;4285,71
Acer;89900;16;4349,91;0,00;43,99;1097,14
HP;73900;16;3773,52;0,00;32,40;548,57
ASUS;307900;32;6233,67;0,00;79,20;2142,86
HP;110999;16;3979,73;0,00;28,75;1097,14
HP;82999;16;3924,67;0,00;32,40;548,57
Acer;47900;8;3279,53;0,00;32,40;1097,14
Apple;369900;64;3494,23;0,00;62,06;2142,86
HP;165999;32;3540,62;0,00;11,28;8571,43
HP;73999;8;3279,53;0,00;28,75;548,57
ASUS;34999;8;2253,44;11,05;11,53;274,29
Dell;48999;8;3704,22;0,00;35,04;1097,14
HP;36900;4;358,65;0,00;11,28;233,33
Lenovo;187213;16;3002,64;0,00;28,75;1097,14
HP;193500;32;4681,43;0,00;27,85;1097,14
ASUS;66292;20;3059,80;0,00;12,68;1097,14
Dell;100900;16;4233,09;0,00;28,75;2142,86
Dell;106999;64;3924,67;0,00;41,61;2142,86
Dell;110900;8;3979,73;0,00;41,61;1097,14
MSI;149900;32;3416,99;0,00;46,75;4285,71
HP;86900;8;3801,17;0,00;32,40;548,57
LG;189900;16;4180,51;0,00;28,75;4285,71
Dell;99900;32;3704,22;0,00;35,04;2142,86
ASUS;149900;32;3218,12;0,00;43,99;8571,43
ASUS;116900;16;3218,12;0,00;43,99;4285,71
Aorus;880400;64;4681,43;0,00;66,69;17142,86
ASUS;134900;16;0,00;0,00;49,87;8571,43
ASUS;107799;16;0,00;0,00;49,87;2142,86
ASUS;124900;16;3553,24;0,00;46,75;2142,86
ASUS;109999;40;3218,12;0,00;43,99;2142,86
Dell;93900;64;4003,89;0,00;28,75;2142,86
Dell;81900;16;3979,73;0,00;32,40;1097,14
Dell;149900;64;3924,67;0,00;30,14;4285,71
ASUS;45999;8;3626,69;0,00;36,79;274,29
ASUS;264900;64;5157,91;0,00;52,64;8571,43
ASUS;211900;32;5157,91;0,00;52,64;4285,71
ASUS;124900;32;4300,12;0,00;66,69;2142,86
Gigabyte;344900;16;4681,43;0,00;129,57;17142,86
ASUS;203900;64;4491,93;0,00;66,69;8571,43
ASUS;98900;16;764,20;0,00;50,40;1097,14
Acer;318999;32;4084,38;0,00;69,12;4285,71
Dell;79900;16;3924,67;0,00;28,75;1097,14
Gigabyte;287900;16;4681,43;0,00;129,57;8571,43
Gigabyte;236400;64;4681,43;0,00;129,57;4285,71
HP;47999;16;2884,33;0,00;11,28;548,57
HP;189900;16;4180,51;0,00;30,14;1097,14
ASUS;411900;16;4346,79;0,00;43,99;17142,86
ASUS;55900;12;3279,53;0,00;12,68;548,57
HP;29999;4;1810,09;2,64;11,53;137,14
HP;138999;16;4814,25;0,00;63,19;4285,71
MSI;416999;32;4084,38;0,00;28,75;8571,43
Acer;159900;16;4084,38;0,00;69,12;1097,14
Alienware;316900;16;3601,49;0,00;80,18;8571,43
MSI;557999;64;4084,38;0,00;28,75;16285,71
ASUS;145999;16;4491,93;0,00;46,75;2142,86
HP;84199;16;3370,68;0,00;11,28;548,57
ASUS;330900;32;5209,73;0,00;85,19;4285,71
HP;105099;64;3370,68;0,00;11,28;548,57
Microsoft;39900;4;2849,67;0,00;33,50;137,14
HP;98599;64;3138,05;0,00;12,68;4285,71
MSI;267900;64;4491,93;0,00;46,75;8571,43
HP;139999;32;3979,73;0,00;11,55;2142,86
HP;62900;32;3059,80;0,00;11,28;4285,71
Acer;150999;32;4084,38;0,00;46,75;4285,71
MSI;100900;48;3300,89;0,00;28,75;2142,86
MSI;104900;32;3300,89;0,00;28,75;4285,71
MSI;95900;32;3300,89;0,00;28,75;2142,86
HP;59999;12;3059,80;0,00;11,28;1097,14
HP;27999;16;1810,09;2,64;11,53;137,14
HP;42900;12;3059,80;0,00;11,28;548,57
ASUS;52900;8;3059,80;0,00;28,75;1097,14
ASUS;52399;20;2718,60;0,00;12,68;1097,14
MSI;191900;64;4653,22;0,00;46,62;2142,86
HP;49999;12;612,33;0,00;11,55;548,57
Acer;169999;64;4084,38;0,00;46,75;933,33
HP;246900;48;5438,96;0,00;61,64;4285,71
Aorus;476900;16;4681,43;0,00;90,27;8571,43
Aorus;437900;64;4681,43;0,00;90,27;8571,43
ASUS;165900;16;4221,91;202,74;80,18;2142,86
HP;237900;64;5139,14;0,00;84,83;8571,43
MSI;450900;64;5069,15;0,00;90,27;2142,86
Lenovo;94900;24;3924,67;0,00;28,75;2142,86
Lenovo;218900;48;4681,43;0,00;51,25;4285,71
Lenovo;71900;32;3279,53;0,00;32,40;4285,71
MSI;273499;64;4491,93;0,00;46,75;2142,86
Lenovo;28999;4;0,00;7,31;11,28;274,29
HP;102900;16;3801,17;0,00;32,40;1097,14
Lenovo;61999;36;3279,53;0,00;13,20;4285,71
ASUS;68999;36;3059,80;0,00;32,40;2142,86
ASUS;41900;16;3059,80;0,00;11,53;1097,14
HP;166900;64;3940,23;0,00;11,55;8571,43
HP;230900;32;3811,79;0,00;27,85;2142,86
ASUS;65901;12;1937,88;19,34;13,20;1097,14
ASUS;120999;16;4814,25;0,00;88,06;2142,86
Acer;67900;8;3279,53;0,00;28,75;548,57
Alienware;212900;24;4681,43;0,00;82,76;4285,71
HP;190900;64;4814,25;0,00;25,99;4285,71
HP;117900;32;3940,23;0,00;11,55;2142,86
HP;121900;24;3940,23;0,00;11,55;4285,71
Razer;249999;32;4697,75;0,00;82,76;2142,86
ASUS;72900;12;3279,53;0,00;28,75;4285,71
ASUS;65900;12;3279,53;0,00;28,75;2142,86
HP;62999;8;2253,44;11,05;28,75;1097,14
ASUS;58900;8;3279,53;0,00;28,75;2142,86
Acer;184999;32;4300,12;0,00;66,69;2142,86
ASUS;85900;32;3218,12;0,00;43,99;1097,14
HP;45900;12;2253,44;11,05;11,53;1097,14
ASUS;54900;12;3059,80;0,00;13,20;1097,14
Acer;169900;32;4084,38;0,00;46,75;4285,71
Lenovo;46900;8;3279,53;0,00;28,75;1097,14
HP;155999;16;4300,12;0,00;45,85;2142,86
HP;106900;32;3979,73;0,00;28,75;2142,86
MSI;114999;16;4491,93;0,00;46,75;1097,14
HP;99900;12;4814,25;0,00;25,99;2142,86
HP;205900;64;3979,73;0,00;28,75;17142,86
HP;74700;16;0,00;0,00;46,75;1097,14
ASUS;45900;8;2718,60;0,00;28,75;274,29
HP;145999;32;4036,08;164,45;45,85;2142,86
Lenovo;139998;16;2560,37;11,88;32,40;274,29
Lenovo;65900;24;3801,17;0,00;28,75;1097,14
Lenovo;64900;12;3801,17;0,00;28,75;1097,14
Lenovo;111999;16;3924,67;0,00;28,75;4285,71
MSI;187900;64;4491,93;0,00;46,75;8571,43
MSI;155900;64;4653,22;0,00;46,75;4285,71
HP;79900;32;3801,17;0,00;32,40;4285,71
ASUS;114900;16;4814,25;0,00;100,91;1097,14
ASUS;105900;16;4814,25;0,00;88,06;2142,86
ASUS;125900;32;4653,22;0,00;36,79;2142,86
LG;169900;16;4180,51;0,00;46,62;2142,86
Dell;82469;8;3966,33;0,00;28,75;548,57
ASUS;76799;12;3279,53;0,00;28,75;2142,86
HP;226999;40;6008,14;0,00;59,47;8571,43
ASUS;249900;64;4221,91;0,00;80,18;4285,71
Dell;175900;64;4180,51;11,62;30,14;4285,71
ASUS;253999;16;4036,08;0,00;25,99;17142,86
Lenovo;138999;16;4233,09;0,00;30,14;8571,43
Lenovo;73100;16;3979,73;0,00;46,62;1097,14
HP;159900;16;4681,43;0,00;61,64;2142,86
HP;270100;32;3138,05;0,00;28,75;8571,43
HP;297999;64;4180,51;0,00;28,75;17142,86
Lenovo;62900;24;3801,17;0,00;32,40;2142,86
HP;41500;8;487,50;7,31;11,55;274,29
ASUS;221900;48;5058,01;0,00;78,02;4285,71
ASUS;228900;32;5058,01;0,00;78,02;4285,71
Lenovo;217499;64;4084,38;0,00;88,28;2142,86
HP;204900;64;4681,43;0,00;43,99;2142,86
ASUS;134900;40;3668,64;0,00;46,75;2142,86
HP;419900;16;4681,43;0,00;43,99;17142,86
ASUS;64900;12;2849,67;0,00;11,55;466,67
Aorus;282900;32;4084,38;0,00;80,18;2142,86
ASUS;507900;48;5058,01;0,00;78,02;17142,86
HP;78999;16;3059,80;0,00;11,28;1097,14
ASUS;132999;32;3553,24;0,00;46,75;2142,86
Lenovo;194415;16;4681,43;0,00;28,75;1097,14
HP;92900;16;3540,62;0,00;28,75;1097,14
HP;148999;64;3540,62;0,00;28,75;4285,71
HP;95999;20;3540,62;0,00;28,75;1097,14
MSI;491900;32;4681,43;0,00;43,99;17142,86
Acer;89999;16;4349,91;0,00;43,99;2142,86
Lenovo;178999;40;4180,51;0,00;30,14;4285,71
HP;257900;64;4036,08;0,00;46,75;1097,14
HP;164900;16;4681,43;0,00;63,19;2142,86
Acer;64999;8;3279,53;0,00;32,40;548,57
ASUS;139900;16;4491,93;0,00;46,75;1097,14
Lenovo;79999;20;3138,05;0,00;28,75;1097,14
Samsung;56999;8;3279,53;0,00;28,75;548,57
HP;42900;8;612,33;0,00;11,28;274,29
Lenovo;162900;32;3416,99;77,00;28,75;2142,86
HP;133900;16;4681,43;0,00;63,19;2142,86
HP;133999;16;3924,67;0,00;28,75;2142,86
Lenovo;92178;8;3979,73;0,00;28,75;1097,14
Dell;39346;4;381,95;5,23;12,16;51,43
MSI;159999;16;4681,43;0,00;43,99;2142,86
HP;81171;32;0,00;0,00;46,75;2142,86
Apple;189900;16;0,00;0,00;59,76;2142,86
Dell;129999;8;1946,32;11,88;32,40;548,57
LG;99999;16;3577,85;0,00;42,49;2142,86
Dell;188800;32;3756,85;0,00;32,40;2142,86
HP;25978;4;2091,17;11,05;11,53;137,14
Acer;84900;12;3133,96;0,00;46,75;548,57
MSI;99900;32;3541,15;0,00;32,40;2142,86
Lenovo;172779;8;3357,62;0,00;32,40;548,57
Lenovo;54995;8;3357,62;0,00;32,40;548,57
MSI;104000;16;3236,11;0,00;41,61;1097,14
Dell;109999;8;2186,09;11,88;11,28;233,33
Samsung;18000;4;0,00;0,84;12,16;68,57
Lenovo;69900;8;0,00;8,64;11,67;548,57
Dell;99900;8;0,00;8,64;34,49;274,29
MSI;179900;16;3765,93;0,00;46,75;2142,86
Apple;119999;8;2533,29;0,00;59,76;1097,14
HP;42999;4;408,69;11,05;11,28;274,29
HP;44999;4;408,69;11,05;11,28;274,29
Alienware;213280;16;3236,11;126,63;25,99;1097,14
Dell;85000;8;1083,78;11,88;11,53;274,29
HP;38900;8;2718,60;0,00;32,40;548,57
Lenovo;72900;16;3138,05;0,00;32,40;2142,86
HP;66900;12;3279,53;0,00;11,28;1097,14
Acer;308900;16;4084,38;0,00;69,12;8571,43
ASUS;162900;24;0,00;132,87;68,38;4285,71
HP;28999;16;1810,09;2,64;11,53;137,14
HP;50656;20;3059,80;0,00;11,28;1097,14
Dell;172900;32;4681,43;0,00;41,61;4285,71
HP;82273;8;3279,53;0,00;11,53;1097,14
ASUS;74999;8;3279,53;0,00;28,75;2142,86
ASUS;67999;36;3059,80;0,00;28,75;2142,86
ASUS;142990;16;4681,43;0,00;69,12;2142,86
ASUS;223900;16;5058,01;0,00;46,75;8571,43
ASUS;186999;16;5157,91;0,00;52,64;2142,86
Alienware;329900;16;4300,12;0,00;90,27;17142,86
HP;38900;16;1810,09;2,64;11,53;137,14
Acer;172400;36;3540,62;0,00;28,75;8571,43
Acer;64500;16;3370,68;0,00;28,75;1097,14
Dell;160900;16;4681,43;0,00;30,96;2142,86
Acer;395999;64;4300,12;0,00;66,69;17142,86
HP;81900;12;3279,53;0,00;28,75;1097,14
Acer;130900;20;3540,62;0,00;28,75;933,33
HP;112900;64;4233,09;0,00;25,99;1097,14
HP;119900;64;4233,09;0,00;25,99;4285,71
MSI;141999;16;4491,93;0,00;46,75;4285,71
Acer;97900;24;3138,05;0,00;28,75;466,67
MSI;456900;64;5069,15;0,00;90,27;4285,71
MSI;166999;16;4491,93;0,00;46,75;8571,43
Dell;65900;32;3279,53;0,00;28,75;2142,86
ASUS;134900;32;3553,24;0,00;46,75;2142,86
HP;135900;16;3279,53;52,01;25,99;933,33
HP;133900;48;3940,23;0,00;11,55;4285,71
Alienware;217900;24;4681,43;0,00;82,76;4285,71
Lenovo;74900;16;3801,17;0,00;28,75;1097,14
Dell;77999;16;2849,67;0,00;28,75;466,67
Lenovo;84900;24;3801,17;0,00;28,75;1097,14
MSI;124999;16;4491,93;0,00;46,75;2142,86
Lenovo;157999;16;4180,51;0,00;46,62;8571,43
HP;32888;8;1995,10;2,64;11,53;137,14
MSI;147900;16;5157,91;0,00;46,75;2142,86
HP;149900;16;4814,25;0,00;63,19;1097,14
HP;137900;48;4233,09;0,00;11,55;4285,71
ASUS;68900;8;3801,17;0,00;30,14;2142,86
Lenovo;127499;12;3704,22;0,00;32,40;4285,71
Lenovo;73900;20;3279,53;0,00;28,75;2142,86
Lenovo;54900;8;3801,17;0,00;28,75;548,57
Lenovo;59900;12;3801,17;0,00;28,75;1097,14
Lenovo;85999;24;3924,67;0,00;28,75;2142,86
Lenovo;85999;24;3924,67;0,00;28,75;2142,86
HP;56999;12;2253,44;11,05;28,75;548,57
ASUS;124900;16;5023,20;72,77;173,58;4285,71
LG;174654;16;4442,10;0,00;46,62;2142,86
MSI;99900;16;4180,51;0,00;46,75;2142,86
Acer;104999;16;3924,67;0,00;32,40;4285,71
Acer;86000;16;3279,53;0,00;32,40;933,33
Lenovo;159999;32;4084,38;0,00;88,28;2142,86
LG;167900;16;4180,51;0,00;43,35;1097,14
HP;59900;12;612,33;0,00;11,55;548,57
Acer;101999;8;4084,38;0,00;46,75;233,33
HP;233900;16;5139,14;0,00;61,64;4285,71
Lenovo;52888;8;3626,69;0,00;37,37;1097,14
HP;179900;32;4681,43;0,00;43,99;1097,14
HP;108900;32;3979,73;0,00;25,99;4285,71
HP;112499;32;3704,22;0,00;32,40;2142,86
HP;51414;8;612,33;0,00;11,55;548,57
MSI;159999;16;4681,43;0,00;43,99;2142,86
Acer;148999;16;4084,38;0,00;46,75;933,33
Acer;141999;16;4084,38;0,00;46,75;4285,71
HP;27999;8;1810,09;2,64;11,53;137,14
Dell;252999;64;4681,43;0,00;30,96;4285,71
Acer;34900;12;2182,62;4,89;12,68;274,29
ASUS;69900;20;4349,91;0,00;100,91;1097,14
Dell;88900;16;3979,73;0,00;28,75;2142,86
ASUS;352499;32;5157,91;0,00;52,64;17142,86
ASUS;199999;32;5157,91;0,00;52,64;2142,86
Acer;212999;64;4681,43;0,00;51,25;8571,43
Lenovo;215001;64;5139,14;0,00;69,12;4285,71
Lenovo;128999;16;3924,67;0,00;28,75;8571,43
MSI;376999;32;4491,93;0,00;46,75;17142,86
ASUS;67900;16;3059,80;0,00;28,75;1097,14
HP;120999;48;3924,67;0,00;28,75;4285,71
HP;100999;32;3138,05;0,00;25,99;4285,71
Lenovo;55399;20;3279,53;0,00;13,20;4285,71
MSI;137999;32;0,00;0,00;46,75;2142,86
HP;130900;32;4233,09;35,83;28,75;4285,71
HP;109900;24;4233,09;35,83;28,75;2142,86
HP;64900;32;3059,80;0,00;11,28;4285,71
HP;189900;64;4681,43;0,00;61,64;8571,43
Acer;540900;64;4084,38;0,00;69,12;17142,86
Acer;34900;12;3059,80;0,00;28,75;274,29
ASUS;69900;24;3626,69;0,00;12,68;2142,86
MSI;129900;24;3416,99;0,00;46,75;2142,86
HP;90400;16;3801,17;0,00;32,40;548,57
HP;212999;64;4037,04;0,00;28,75;1097,14
ASUS;109900;16;4653,22;0,00;36,79;1097,14
LG;166900;16;4180,51;0,00;28,75;2142,86
MSI;119999;16;3300,89;0,00;46,75;1097,14
ASUS;120900;16;4653,22;0,00;36,79;2142,86
ASUS;246900;64;5157,91;0,00;52,64;4285,71
ASUS;282499;64;5157,91;0,00;52,64;4285,71
ASUS;124900;16;4300,12;0,00;66,69;4285,71
ASUS;50999;12;3059,80;0,00;32,40;1097,14
Lenovo;58899;20;3279,53;0,00;13,20;1097,14
HP;49900;8;3059,80;0,00;11,53;548,57
HP;56900;12;3059,80;0,00;11,53;548,57
HP;56900;12;3059,80;0,00;11,53;548,57
HP;23999;4;1810,09;2,64;11,53;137,14
ASUS;147900;32;4491,93;0,00;30,14;2142,86
ASUS;177900;24;0,00;0,00;66,69;2142,86
ASUS;129900;16;3553,24;0,00;46,75;2142,86
Lenovo;57900;8;3138,05;0,00;13,20;1097,14
Dell;62999;8;2378,44;0,00;28,75;466,67
HP;307900;64;4681,43;0,00;43,99;17142,86
HP;104900;32;3801,17;0,00;28,75;2142,86
HP;43999;16;1995,10;2,64;11,53;137,14
HP;268400;64;3279,53;0,00;11,28;8571,43
HP;87900;32;3979,73;0,00;28,75;2142,86
Lenovo;139900;24;4014,81;0,00;30,14;2142,86
MSI;98999;24;2375,46;0,00;41,61;2142,86
Lenovo;63250;12;3540,62;0,00;28,75;1097,14
HP;209900;64;3979,73;0,00;28,75;17142,86
Acer;87900;20;3540,62;0,00;28,75;1097,14
Dell;134999;16;4349,91;0,00;41,61;2142,86
MSI;134999;16;4681,43;0,00;90,27;1097,14
MSI;141999;16;4681,43;0,00;90,27;2142,86
Lenovo;86999;16;3979,73;0,00;92,80;1097,14
Dell;190825;32;3577,85;0,00;139,50;4285,71
HP;48900;16;3654,46;0,00;34,49;548,57
Dell;200000;32;2736,63;11,88;13,20;1097,14
Dell;162900;16;4681,43;0,00;30,96;2142,86
HP;169900;16;4681,43;0,00;63,19;2142,86
HP;176999;64;3924,67;0,00;28,75;8571,43
HP;63900;8;3059,80;0,00;11,55;466,67
HP;51999;8;3966,33;0,00;11,28;274,29
MSI;423999;32;4084,38;0,00;28,75;16285,71
MSI;209500;64;4084,38;0,00;46,75;4285,71
LG;64999;8;2997,40;0,00;34,49;548,57
ASUS;250900;16;5209,73;0,00;85,19;4285,71
Lenovo;94999;40;4014,81;0,00;30,14;2142,86
ASUS;290900;16;6233,67;0,00;79,20;4285,71
ASUS;56900;8;3370,68;52,01;28,75;548,57
MSI;164900;64;3416,99;0,00;46,75;4285,71
LG;169900;16;4180,51;0,00;28,75;2142,86
ASUS;144900;32;3218,12;0,00;43,99;8571,43
ASUS;121900;16;3218,12;0,00;43,99;4285,71
MSI;216900;32;4869,93;0,00;43,99;4285,71
Dell;134900;32;3924,67;35,83;28,75;4285,71
Acer;36900;12;3059,80;0,00;28,75;548,57
ASUS;114900;16;4653,22;0,00;36,79;1097,14
ASUS;47999;12;3626,69;0,00;36,79;548,57
Acer;159900;16;4084,38;0,00;69,12;2142,86
