Brand;Price;Ram;CPU;GPU;Display;Storage
HP;144900;32;4814,25;0,00;25,99;2142,86
ASUS;165900;48;5209,73;0,00;43,00;2142,86
HP;81900;12;4233,09;0,00;32,40;2142,86
MSI;119900;32;4318,57;0,00;32,40;1097,14
MSI;87900;16;3300,89;0,00;28,75;2142,86
Aorus;414900;64;4681,43;0,00;90,27;4285,71
MSI;112900;32;3300,89;0,00;46,75;2142,86
ASUS;261999;24;4036,08;0,00;25,99;17142,86
ASUS;69999;12;2849,67;0,00;11,55;548,57
ASUS;214900;32;5157,91;0,00;52,64;2142,86
Aorus;477900;32;4681,43;0,00;66,69;8571,43
MSI;242999;64;4491,93;0,00;46,75;2142,86
MSI;194999;32;4681,43;0,00;46,75;2142,86
HP;49999;32;2884,33;0,00;11,28;1097,14
Lenovo;74999;8;3966,33;0,00;30,14;2142,86
HP;89900;24;3801,17;0,00;28,75;1097,14
HP;150999;16;4300,12;0,00;45,85;2142,86
MSI;134900;16;4491,93;0,00;46,75;1097,14
ASUS;157900;16;4814,25;0,00;100,91;8571,43
ASUS;166502;64;5157,91;0,00;52,64;4285,71
HP;36900;8;2031,02;3,89;11,28;1097,14
ASUS;117999;16;3553,24;0,00;46,75;1097,14
HP;34888;16;1995,10;2,64;11,53;137,14
MSI;134999;32;4491,93;0,00;46,75;4285,71
HP;122900;16;3979,73;0,00;28,75;4285,71
HP;122900;16;3979,73;0,00;28,75;4285,71
MSI;122900;32;4491,93;0,00;46,75;2142,86
Dell;129900;16;3780,23;0,00;37,37;2142,86
Dell;116999;32;2378,44;0,00;28,75;4285,71
Dell;101999;32;3279,53;0,00;28,75;466,67
MSI;87999;32;3675,57;0,00;28,75;2142,86
HP;92999;32;3140,11;0,00;28,75;2142,86
HP;192500;64;3279,53;0,00;11,55;233,33
HP;73936;16;3773,52;0,00;28,75;548,57
HP;135900;48;3279,53;0,00;25,99;2142,86
ASUS;197900;32;4653,22;0,00;52,64;2142,86
Dell;199900;16;4869,93;0,00;82,76;2142,86
MSI;119900;8;4491,93;0,00;46,75;2142,86
Apple;249900;16;0,00;0,00;62,06;2142,86
Dell;60900;8;3279,53;0,00;28,75;1097,14
LG;169900;16;4180,51;0,00;46,62;2142,86
ASUS;232999;32;0,00;0,00;69,12;2142,86
ASUS;191999;16;0,00;0,00;69,12;2142,86
Acer;152399;64;4084,38;0,00;46,75;466,67
Dell;48900;16;2031,02;3,89;11,28;2142,86
ASUS;225999;16;5209,73;0,00;100,91;4285,71
ASUS;183900;64;4491,93;0,00;66,69;4285,71
ASUS;159900;24;4132,96;0,00;63,70;4285,71
MSI;199900;24;4653,22;0,00;46,62;2142,86
ASUS;175900;32;4346,79;0,00;43,99;2142,86
Acer;94999;8;3133,96;0,00;46,75;548,57
HP;139999;32;3979,73;0,00;11,55;4285,71
Lenovo;235900;32;6008,14;0,00;85,19;2142,86
HP;241999;64;4151,80;0,00;25,99;933,33
Acer;135400;20;3540,62;0,00;28,75;933,33
HP;107900;32;4233,09;0,00;25,99;933,33
Dell;279999;16;4151,80;0,00;25,99;548,57
HP;110900;8;3279,53;0,00;12,68;4285,71
HP;107900;8;3279,53;0,00;28,75;1097,14
HP;113999;8;3279,53;0,00;28,75;548,57
HP;54656;16;3059,80;0,00;11,28;2142,86
HP;43900;8;3059,80;0,00;11,28;1097,14
HP;92900;24;4233,09;0,00;32,40;2142,86
ASUS;67900;36;3059,80;0,00;28,75;2142,86
ASUS;173900;40;5209,73;0,00;43,00;4285,71
HP;52900;8;3704,22;0,00;28,75;1097,14
Dell;234900;48;6008,14;0,00;69,12;2142,86
Lenovo;134900;16;4681,43;43,79;59,47;1097,14
HP;96900;16;3138,05;0,00;11,55;466,67
ASUS;204900;16;5157,91;0,00;52,64;2142,86
HP;185900;24;5139,14;0,00;84,83;2142,86
HP;83499;32;612,33;0,00;11,55;1097,14
HP;206900;32;4233,09;0,00;25,99;8571,43
MSI;250999;16;4491,93;0,00;46,75;8571,43
Lenovo;194177;32;3236,11;0,00;28,75;2142,86
MSI;155999;32;4653,22;0,00;46,75;2142,86
ASUS;152900;16;4814,25;0,00;88,06;8571,43
ASUS;145799;16;5157,91;0,00;52,64;2142,86
HP;109900;16;3940,23;0,00;11,55;2142,86
HP;121900;24;3979,73;0,00;25,99;2142,86
HP;192900;64;4814,25;0,00;25,99;8571,43
HP;147900;24;4814,25;0,00;25,99;4285,71
HP;110900;64;3979,73;0,00;11,55;4285,71
MSI;109899;16;4491,93;0,00;46,75;1097,14
Acer;513999;32;4300,12;0,00;66,69;17142,86
HP;50900;12;2253,44;11,05;11,53;1097,14
HP;50900;16;3059,80;0,00;11,28;1097,14
HP;220400;32;3279,53;0,00;11,28;8571,43
HP;409499;32;6008,14;0,00;77,72;2142,86
Lenovo;164999;16;4180,51;0,00;30,14;2142,86
HP;206499;64;4037,04;0,00;28,75;466,67
HP;216999;64;4037,04;0,00;28,75;1097,14
Lenovo;62900;20;3279,53;0,00;28,75;1097,14
Lenovo;64900;12;3801,17;0,00;28,75;1097,14
LG;140900;16;3540,62;0,00;46,62;2142,86
Dell;69900;32;2031,02;3,89;11,28;466,67
ASUS;206499;40;4036,08;0,00;25,99;17142,86
HP;85900;16;3279,53;0,00;12,68;548,57
Dell;99900;16;3979,73;0,00;28,75;2142,86
HP;63210;32;3279,53;0,00;11,53;4285,71
HP;128500;8;3279,53;0,00;11,55;933,33
ASUS;81900;8;3218,12;0,00;43,99;2142,86
MSI;869900;64;4274,23;0,00;28,75;17142,86
HP;179900;16;4442,10;43,79;129,57;2142,86
HP;178999;16;4814,25;0,00;63,19;2142,86
MSI;362900;32;4681,43;0,00;82,76;2142,86
Dell;134900;32;4681,43;0,00;41,61;2142,86
ASUS;309900;32;6233,67;0,00;85,19;2142,86
Lenovo;166999;24;4180,51;0,00;30,14;2142,86
Microsoft;83666;8;3063,86;0,00;35,76;548,57
Lenovo;167900;16;4318,57;0,00;30,14;1097,14
ASUS;15900;4;2182,62;4,89;12,16;137,14
HP;72900;16;0,00;0,00;46,75;4285,71
Lenovo;189900;32;5069,15;0,00;93,70;4285,71
ASUS;699900;64;4221,91;0,00;77,42;8571,43
Dell;179900;16;3601,49;0,00;41,61;548,57
ASUS;129999;16;4491,93;0,00;46,75;2142,86
Apple;149900;16;0,00;0,00;59,76;548,57
HP;68900;8;0,00;0,00;46,75;1097,14
Dell;131677;16;2863,93;0,00;34,49;548,57
ASUS;17900;4;1995,10;2,64;13,20;274,29
Lenovo;94999;16;3801,17;0,00;35,04;2142,86
HP;43999;8;2884,33;0,00;11,53;548,57
HP;158999;8;3416,99;0,00;28,75;1097,14
Acer;39999;4;2644,08;0,00;28,75;274,29
Samsung;27400;4;0,00;4,88;42,06;68,57
Dell;99900;8;2538,10;11,88;34,49;466,67
Microsoft;259900;16;0,00;0,00;81,65;2142,86
HP;32999;4;2253,44;11,05;11,53;466,67
HP;15900;4;0,00;0,84;11,53;68,57
Lenovo;152900;16;3541,15;0,00;32,40;4285,71
Aorus;295900;64;4084,38;0,00;80,18;2142,86
Lenovo;96510;24;3370,68;0,00;28,75;2142,86
MSI;137900;32;4653,22;0,00;46,75;2142,86
HP;56900;8;3279,53;0,00;11,28;548,57
HP;63656;24;3059,80;0,00;11,28;2142,86
ASUS;112900;16;3668,64;0,00;46,75;1097,14
HP;175900;16;4681,43;0,00;43,99;2142,86
HP;568594;64;6008,14;0,00;30,14;4285,71
ASUS;235900;16;5058,01;0,00;78,02;4285,71
ASUS;154900;40;3668,64;0,00;46,75;4285,71
Dell;119900;24;3801,17;0,00;30,14;2142,86
Dell;84999;32;3801,17;0,00;30,14;4285,71
Dell;69999;16;3801,17;0,00;30,14;1097,14
HP;219900;64;3279,53;0,00;11,28;4285,71
HP;128900;16;3279,53;0,00;11,28;4285,71
MSI;221900;48;4653,22;0,00;46,62;4285,71
Lenovo;72900;20;3370,68;0,00;13,20;2142,86
Dell;165900;24;4681,43;0,00;30,96;2142,86
HP;90999;20;3540,62;0,00;28,75;1097,14
Lenovo;117400;16;3279,53;0,00;32,40;4285,71
HP;101900;32;4233,09;0,00;25,99;548,57
HP;99900;16;3801,17;0,00;25,99;1097,14
ASUS;63999;20;3279,53;0,00;28,75;1097,14
LG;135900;16;3540,62;0,00;46,62;2142,86
Dell;84900;8;4003,89;0,00;11,28;1097,14
MSI;257500;32;6427,28;0,00;77,72;4285,71
Dell;112900;16;4233,09;0,00;28,75;4285,71
HP;205900;32;3540,62;0,00;11,55;4285,71
HP;109900;24;3940,23;0,00;11,55;2142,86
Alienware;232900;48;4681,43;0,00;82,76;4285,71
HP;194900;48;4233,09;0,00;25,99;4285,71
ASUS;62900;16;3059,80;0,00;28,75;2142,86
ASUS;64900;16;3811,79;0,00;25,99;2142,86
HP;150999;32;4180,51;0,00;28,75;4285,71
Lenovo;109900;16;3979,73;0,00;46,62;2142,86
ASUS;197900;64;4346,79;0,00;43,99;4285,71
HP;164500;32;3279,53;0,00;11,28;933,33
HP;149500;32;3279,53;0,00;11,28;233,33
HP;72900;16;3801,17;0,00;11,55;1097,14
Lenovo;88900;12;3924,67;0,00;28,75;4285,71
Acer;132999;64;4300,12;0,00;66,69;2142,86
ASUS;124900;16;4480,44;0,00;46,75;4285,71
Acer;130999;8;4084,38;0,00;46,75;933,33
Dell;208900;16;6008,14;0,00;69,12;1097,14
HP;276900;64;5438,96;0,00;61,64;8571,43
Gigabyte;199900;32;4681,43;0,00;129,57;2142,86
HP;209900;48;4233,09;0,00;25,99;8571,43
HP;99900;16;3979,73;0,00;28,75;1097,14
HP;214900;32;4036,08;0,00;45,85;1097,14
HP;271900;32;4036,08;0,00;45,85;2142,86
Dell;60900;16;2849,67;0,00;28,75;2142,86
HP;106900;32;4233,09;0,00;28,75;4285,71
Acer;42394;8;0,00;0,00;35,04;274,29
HP;114900;16;4233,09;0,00;11,55;466,67
Lenovo;61000;16;3138,05;0,00;35,04;1097,14
HP;62070;8;3924,67;0,00;28,75;1097,14
HP;153999;64;3801,17;0,00;11,28;4285,71
ASUS;147999;32;4491,93;0,00;46,75;2142,86
ASUS;203999;64;3218,12;0,00;43,99;4285,71
Dell;199999;16;4681,43;0,00;30,96;2142,86
ASUS;109900;16;4681,43;0,00;30,14;1097,14
HP;70900;16;3370,68;0,00;11,28;2142,86
HP;226999;48;6008,14;0,00;59,47;8571,43
HP;206999;40;6008,14;0,00;59,47;4285,71
Lenovo;209999;48;5329,44;0,00;69,12;4285,71
Aorus;327900;32;4681,43;0,00;66,69;1097,14
Aorus;487900;64;4681,43;0,00;90,27;4285,71
MSI;188999;16;4681,43;0,00;46,75;8571,43
Lenovo;95499;8;3816,33;0,00;46,62;4285,71
MSI;179999;32;4681,43;0,00;46,75;4285,71
Lenovo;161443;32;3541,15;0,00;32,40;8571,43
Lenovo;114900;16;3979,73;0,00;46,62;2142,86
Dell;64999;20;2253,44;11,05;28,75;1097,14
HP;78999;16;3979,73;0,00;25,99;1097,14
ASUS;269999;16;5058,01;0,00;78,02;2142,86
HP;297900;64;4036,08;0,00;45,85;4285,71
ASUS;185900;16;5157,91;0,00;52,64;2142,86
Acer;69900;20;2482,50;0,00;12,68;1097,14
LG;161900;16;4180,51;0,00;28,75;2142,86
ASUS;134900;64;4300,12;0,00;66,69;2142,86
ASUS;254999;32;0,00;0,00;69,12;4285,71
HP;74999;16;3059,80;0,00;11,28;548,57
HP;73999;16;3059,80;0,00;11,28;4285,71
HP;86900;64;3801,17;0,00;32,40;4285,71
ASUS;102900;32;3940,23;0,00;25,99;2142,86
ASUS;37900;4;2718,60;0,00;32,40;2142,86
Dell;62999;8;2378,44;0,00;28,75;548,57
HP;109999;32;0,00;0,00;46,75;2142,86
Lenovo;158900;16;4300,12;0,00;85,19;2142,86
MSI;114999;32;2375,46;0,00;41,61;4285,71
HP;127900;16;3279,53;0,00;11,28;2142,86
Aorus;199999;64;4814,25;0,00;66,69;4285,71
HP;14900;4;391,02;0,00;12,16;68,57
Lenovo;169999;40;4180,51;0,00;30,14;2142,86
Lenovo;174999;16;4180,51;0,00;30,14;2142,86
MSI;85900;8;3416,99;0,00;46,75;1097,14
Lenovo;179900;24;4180,51;0,00;30,14;2142,86
MSI;89900;8;3801,17;0,00;28,75;1097,14
HP;97999;16;3979,73;0,00;28,75;1097,14
Lenovo;31900;8;3540,62;0,00;13,20;548,57
MSI;109900;32;0,00;0,00;46,75;4285,71
MSI;124900;16;3416,99;0,00;46,75;2142,86
LG;184900;16;4180,51;0,00;28,75;4285,71
Dell;281900;64;6008,14;0,00;69,12;8571,43
Acer;54999;8;2797,35;7,31;28,75;2142,86
MSI;147900;32;4491,93;0,00;46,75;4285,71
Gigabyte;235900;64;4681,43;0,00;129,57;2142,86
ASUS;126999;40;4132,96;0,00;63,70;2142,86
ASUS;97899;24;4681,43;0,00;36,79;2142,86
ASUS;127900;40;4681,43;0,00;30,14;2142,86
Lenovo;99999;16;3979,73;0,00;46,62;1097,14
HP;23500;4;1810,09;2,64;11,53;137,14
Lenovo;169443;48;3541,15;0,00;32,40;8571,43
HP;54999;16;2884,33;0,00;11,28;4285,71
MSI;192900;64;5157,91;0,00;46,75;4285,71
HP;146900;64;4233,09;0,00;28,75;4285,71
HP;117999;16;3801,17;0,00;32,40;1097,14
HP;174900;32;4180,51;0,00;25,99;4285,71
Lenovo;122999;24;3704,22;0,00;32,40;2142,86
HP;156900;16;4084,38;0,00;28,75;4285,71
HP;242499;64;4151,80;0,00;25,99;2142,86
HP;98900;32;4233,09;0,00;25,99;1097,14
Dell;159500;32;4014,81;0,00;32,40;548,57
HP;117287;32;3940,23;0,00;28,75;2142,86
HP;83999;16;3979,73;0,00;28,75;1097,14
ASUS;114999;40;3218,12;0,00;43,99;2142,86
MSI;107900;48;3300,89;0,00;28,75;4285,71
HP;103900;24;3966,33;0,00;25,99;4285,71
MSI;74900;12;3300,89;0,00;28,75;1097,14
Aorus;419900;32;4681,43;0,00;90,27;8571,43
ASUS;166599;32;5157,91;0,00;52,64;4285,71
ASUS;219999;32;5157,91;0,00;52,64;2142,86
HP;291900;16;5139,14;0,00;61,64;8571,43
Lenovo;210900;48;4681,43;0,00;51,25;4285,71
HP;170999;64;4233,09;0,00;11,55;8571,43
Lenovo;129900;16;4681,43;0,00;41,61;2142,86
Dell;224900;32;6008,14;0,00;69,12;2142,86
ASUS;124900;40;764,20;0,00;30,14;4285,71
HP;91900;32;4233,09;0,00;32,40;2142,86
HP;82656;48;3059,80;0,00;11,28;4285,71
HP;170900;24;4814,25;0,00;25,99;4285,71
HP;154900;16;4814,25;0,00;25,99;2142,86
Apple;149995;16;0,00;0,00;61,87;548,57
Lenovo;199897;32;6008,14;0,00;85,19;2142,86
Aorus;294400;64;4681,43;0,00;46,75;8571,43
ASUS;24501;4;1995,10;2,64;11,53;548,57
HP;60999;16;3059,80;0,00;12,68;548,57
HP;227900;16;2809,54;0,00;32,40;4285,71
ASUS;52999;8;3279,53;0,00;28,75;2142,86
ASUS;69900;20;3279,53;0,00;28,75;2142,86
Dell;54900;12;3059,80;0,00;28,75;2142,86
HP;103900;32;4233,09;0,00;32,40;4285,71
HP;24999;8;1810,09;2,64;11,53;137,14
MSI;124900;64;0,00;0,00;46,75;2142,86
ASUS;167900;40;4653,22;0,00;36,79;8571,43
HP;83999;20;3540,62;0,00;28,75;548,57
HP;94000;16;3279,53;0,00;11,28;933,33
Lenovo;109999;16;3370,68;0,00;32,40;1097,14
Acer;86900;20;3279,53;0,00;28,75;4285,71
MSI;120900;16;4491,93;0,00;46,75;2142,86
ASUS;137900;16;4814,25;0,00;100,91;4285,71
Lenovo;67999;8;3138,05;0,00;12,68;548,57
ASUS;67900;8;3801,17;0,00;30,14;1097,14
HP;121999;16;3979,73;35,83;28,75;2142,86
Acer;79900;20;2482,50;0,00;12,68;2142,86
ASUS;49900;8;3059,80;0,00;28,75;548,57
HP;83999;32;0,00;0,00;46,75;1097,14
HP;112900;32;3279,53;0,00;12,68;2142,86
Apple;109900;8;0,00;0,00;61,87;548,57
HP;137999;16;3979,73;0,00;28,75;4285,71
Lenovo;105999;36;3540,62;0,00;32,40;4285,71
Lenovo;164900;32;4681,43;0,00;66,69;2142,86
Lenovo;67900;12;3801,17;0,00;32,40;1097,14
HP;359500;64;6233,67;0,00;81,93;4285,71
Dell;134900;24;3979,73;11,62;44,55;2142,86
HP;96499;16;3059,80;0,00;11,28;4285,71
ASUS;53999;12;3059,80;0,00;28,75;548,57
Lenovo;131900;12;3540,62;0,00;28,75;2142,86
Acer;103900;12;3540,62;0,00;28,75;1097,14
HP;69999;12;2718,60;0,00;32,40;1097,14
HP;190900;64;4233,09;0,00;25,99;2142,86
Lenovo;125000;16;4300,12;0,00;66,69;1097,14
MSI;523400;16;5069,15;0,00;90,27;8571,43
HP;142900;16;3811,79;0,00;46,75;466,67
Lenovo;162999;24;4180,51;0,00;30,14;1097,14
HP;164900;32;4697,75;0,00;106,55;2142,86
Acer;47779;8;2997,40;0,00;18,95;548,57
Apple;168338;16;0,00;0,00;59,76;1097,14
Panasonic;519900;16;3357,62;0,00;32,40;1097,14
Dell;158599;8;4016,82;0,00;28,75;548,57
Apple;194999;16;0,00;0,00;62,06;1097,14
Dell;228577;32;3630,74;0,00;30,96;1097,14
ASUS;116388;16;970,37;0,00;43,99;1097,14
Lenovo;550000;32;4208,42;0,00;46,62;2142,86
Dell;83500;8;3133,96;0,00;28,75;548,57
ASUS;20016;4;0,00;0,00;12,16;68,57
MSI;189900;16;3416,99;0,00;28,75;1097,14
Dell;175177;16;3107,57;0,00;28,75;1097,14
Samsung;28999;4;0,00;4,88;42,06;68,57
Microsoft;129900;16;0,00;15,24;80,28;1097,14
Lenovo;65800;8;3218,12;0,00;41,61;548,57
Dell;120000;16;0,00;8,64;50,84;548,57
ASUS;124900;16;0,00;0,00;28,75;466,67
HP;49999;8;2849,67;0,00;11,28;1097,14
ASUS;1181159;64;3616,60;0,00;88,28;2142,86
Lenovo;149900;16;3016,18;0,00;32,40;1097,14
Lenovo;73977;8;2809,54;0,00;28,75;548,57
HP;174580;16;3416,99;0,00;28,75;1097,14
Lenovo;105999;16;0,00;0,00;32,40;2142,86
LG;196900;32;4442,10;0,00;46,62;8571,43
MSI;121999;64;4681,43;0,00;46,75;4285,71
HP;149999;32;4814,25;0,00;25,99;1097,14
HP;139900;20;3540,62;0,00;25,99;2142,86
ASUS;99900;8;4300,12;63,59;25,99;1097,14
ASUS;203999;32;5157,91;0,00;52,64;2142,86
Lenovo;97900;20;0,00;0,00;32,40;2142,86
Acer;326999;32;4300,12;0,00;66,69;17142,86
MSI;184499;64;4681,43;0,00;46,75;2142,86
Lenovo;79999;64;0,00;0,00;32,40;1097,14
Acer;113900;8;3540,62;0,00;28,75;1097,14
Lenovo;146900;12;3279,53;0,00;32,40;1097,14
MSI;192999;64;4681,43;0,00;46,62;8571,43
MSI;149999;64;4653,22;0,00;46,75;4285,71
ASUS;59999;12;3279,53;0,00;28,75;1097,14
MSI;542400;16;5069,15;0,00;90,27;8571,43
Dell;94900;16;4233,09;0,00;28,75;1097,14
HP;151900;32;4814,25;0,00;25,99;4285,71
HP;131900;16;4814,25;0,00;25,99;2142,86
HP;165900;24;4814,25;0,00;25,99;4285,71
Lenovo;32900;4;2884,33;0,00;13,20;274,29
ASUS;211900;64;4346,79;0,00;43,99;4285,71
HP;139999;16;4681,43;0,00;63,19;1097,14
HP;54999;8;2253,44;11,05;28,75;548,57
LG;179900;16;3577,85;0,00;42,49;2142,86
Acer;73499;8;3654,46;0,00;32,40;548,57
HP;43900;8;2253,44;11,05;11,53;1097,14
HP;52900;16;2253,44;11,05;11,53;1097,14
ASUS;114999;24;764,20;0,00;50,40;2142,86
HP;98499;16;612,33;0,00;11,55;4285,71
HP;73900;64;612,33;0,00;11,55;4285,71
HP;241900;32;5438,96;0,00;61,64;4285,71
ASUS;94746;8;3979,73;0,00;28,75;1097,14
Alienware;159999;32;4300,12;0,00;51,25;2142,86
HP;134900;64;4233,09;35,83;28,75;2142,86
HP;451900;32;2809,54;0,00;32,40;17142,86
ASUS;123900;32;4681,43;0,00;30,14;2142,86
ASUS;129900;32;4681,43;0,00;99,23;4285,71
MSI;191900;64;5209,73;0,00;46,62;2142,86
MSI;102900;32;3300,89;0,00;28,75;4285,71
MSI;91900;24;3300,89;0,00;28,75;2142,86
MSI;140900;64;3300,89;0,00;28,75;8571,43
HP;98999;32;0,00;0,00;46,75;4285,71
ASUS;214900;32;5157,91;0,00;52,64;2142,86
HP;114900;64;4233,09;0,00;11,55;4285,71
MSI;142999;32;0,00;0,00;46,75;2142,86
ASUS;175900;16;4346,79;0,00;43,99;4285,71
Acer;79999;8;3966,33;0,00;30,14;1097,14
Lenovo;116999;20;0,00;0,00;32,40;2142,86
ASUS;206900;32;5157,91;0,00;52,64;4285,71
MSI;121699;16;4491,93;0,00;46,75;2142,86
HP;257499;64;4037,04;0,00;28,75;8571,43
HP;225499;64;4037,04;0,00;28,75;466,67
Acer;69900;20;473,23;0,00;28,75;2142,86
MSI;125900;16;4491,93;0,00;46,75;2142,86
Dell;261900;64;6008,14;0,00;69,12;4285,71
MSI;130900;32;4491,93;0,00;46,75;2142,86
ASUS;214900;32;5157,91;0,00;52,64;2142,86
ASUS;241999;16;0,00;0,00;69,12;4285,71
ASUS;228999;16;0,00;0,00;69,12;4285,71
ASUS;127999;32;3553,24;0,00;46,75;2142,86
ASUS;112999;16;3553,24;0,00;46,75;1097,14
HP;175900;16;5139,14;0,00;84,83;2142,86
Apple;129900;8;0,00;0,00;61,87;1097,14
HP;259900;64;4681,43;0,00;43,99;8571,43
Lenovo;211900;32;5069,15;0,00;93,70;4285,71
HP;98900;8;3279,53;0,00;12,68;4285,71
ASUS;29990;8;2718,60;0,00;18,95;548,57
Lenovo;166900;40;4180,51;0,00;30,14;2142,86
Acer;105985;16;4084,38;0,00;46,75;466,67
HP;182995;16;4036,08;0,00;46,75;2142,86
HP;158500;32;3279,53;0,00;11,55;466,67
HP;117999;8;3540,62;0,00;28,75;2142,86
HP;82999;24;3059,80;0,00;28,75;2142,86
Dell;114900;32;3924,67;0,00;28,75;4285,71
HP;241900;64;3279,53;0,00;11,28;4285,71
HP;66730;16;3704,22;0,00;28,75;1097,14
Dell;71900;16;3279,53;0,00;28,75;1097,14
MSI;665999;64;6233,67;0,00;81,93;17142,86
MSI;124900;64;0,00;0,00;46,75;4285,71
Acer;74900;16;3801,17;0,00;28,75;548,57
ASUS;229999;32;0,00;0,00;69,12;2142,86
Acer;92900;16;3138,05;0,00;28,75;466,67
MSI;179900;48;5157,91;0,00;46,75;4285,71
ASUS;559999;64;5157,91;0,00;52,64;17142,86
ASUS;149900;64;4300,12;0,00;66,69;4285,71
Acer;71999;8;3279,53;0,00;32,40;1097,14
MSI;76900;16;3300,89;0,00;28,75;1097,14
ASUS;114900;24;4681,43;0,00;30,14;2142,86
ASUS;160790;32;0,00;0,00;69,12;4285,71
Lenovo;159999;24;3540,62;0,00;32,40;2142,86
Lenovo;165900;16;4681,43;0,00;69,12;2142,86
LG;179900;16;4180,51;0,00;43,35;2142,86
Gigabyte;363900;64;4681,43;0,00;129,57;17142,86
MSI;239999;32;5209,73;0,00;77,72;2142,86
HP;45999;8;2884,33;0,00;11,28;548,57
MSI;198900;32;4442,10;0,00;69,12;8571,43
ASUS;189900;64;4346,79;0,00;43,99;2142,86
HP;136900;32;4233,09;0,00;11,55;8571,43
HP;128900;16;4233,09;0,00;11,55;4285,71
Acer;142400;12;3540,62;0,00;28,75;8571,43
HP;104900;32;4233,09;0,00;25,99;933,33
Lenovo;56900;8;3811,79;0,00;46,62;1097,14
MSI;613999;128;6233,67;0,00;94,73;4285,71
HP;138900;32;3979,73;0,00;25,99;4285,71
Aorus;266581;16;4681,43;0,00;66,69;2142,86
Acer;99900;32;4084,38;0,00;46,75;4285,71
Acer;149999;8;4084,38;0,00;46,75;4285,71
ASUS;114999;40;3218,12;0,00;43,99;2142,86
MSI;83900;24;3300,89;0,00;28,75;2142,86
ASUS;180900;24;4491,93;0,00;30,14;8571,43
HP;92900;24;4233,09;0,00;32,40;2142,86
ASUS;71900;20;2849,67;0,00;11,55;1097,14
Dell;216999;32;4681,43;0,00;30,96;2142,86
Dell;236900;32;6008,14;0,00;69,12;4285,71
HP;124900;64;4233,09;0,00;32,40;4285,71
Acer;107999;16;4084,38;0,00;46,75;233,33
Acer;123999;16;4084,38;0,00;46,75;466,67
Aorus;566900;32;4681,43;0,00;90,27;17142,86
ASUS;184900;64;3553,24;0,00;46,75;8571,43
ASUS;184900;64;3553,24;0,00;46,75;8571,43
HP;227900;16;5139,14;0,00;61,64;1097,14
HP;139900;32;4814,25;0,00;25,99;2142,86
Lenovo;164999;32;5045,48;0,00;94,84;2142,86
MSI;154900;16;4681,43;0,00;43,99;2142,86
MSI;179900;32;4681,43;0,00;43,99;4285,71
MSI;221900;32;4084,38;0,00;46,75;1097,14
HP;92900;16;3279,53;0,00;11,28;1097,14
Lenovo;231900;64;5069,15;0,00;93,70;4285,71
Acer;85900;16;3924,67;0,00;28,75;2142,86
MSI;150900;64;4653,22;0,00;46,75;2142,86
MSI;174900;48;5157,91;0,00;46,75;4285,71
Lenovo;38999;8;3059,80;0,00;32,40;1097,14
ASUS;171999;16;0,00;0,00;66,69;2142,86
HP;116900;24;3979,73;0,00;25,99;2142,86
HP;109900;16;3979,73;0,00;25,99;466,67
ASUS;147900;32;4346,79;0,00;43,99;4285,71
HP;84900;16;3279,53;0,00;25,99;2142,86
Apple;79999;8;3409,05;0,00;59,76;548,57
ASUS;75900;32;3279,53;0,00;28,75;2142,86
HP;238500;64;3279,53;0,00;11,28;466,67
HP;129499;16;4233,09;0,00;32,40;2142,86
Acer;140999;64;4300,12;0,00;66,69;4285,71
MSI;114900;16;4491,93;0,00;46,75;1097,14
Lenovo;179900;24;4180,51;0,00;30,14;2142,86
MSI;389499;64;4084,38;0,00;28,75;8571,43
HP;47999;16;3059,80;0,00;28,75;1097,14
HP;44900;8;2884,33;0,00;12,68;548,57
HP;119999;16;3979,73;0,00;11,55;1097,14
LG;115949;16;4180,51;0,00;46,62;2142,86
Acer;75974;16;3133,96;0,00;46,75;1097,14
Lenovo;229900;16;4151,80;0,00;93,70;1097,14
HP;216999;64;4037,04;0,00;28,75;1097,14
HP;258900;32;3279,53;0,00;32,40;8571,43
Lenovo;81900;36;3279,53;0,00;28,75;2142,86
MSI;162900;64;4491,93;0,00;46,75;4285,71
Dell;174900;32;4180,51;0,00;30,14;4285,71
ASUS;264900;64;4221,91;0,00;80,18;8571,43
ASUS;191999;16;4300,12;0,00;69,12;2142,86
HP;109900;16;4814,25;0,00;25,99;2142,86
HP;53900;8;0,00;7,31;11,55;1097,14
HP;177999;64;3979,73;35,83;28,75;8571,43
ASUS;65999;24;0,00;0,00;25,99;2142,86
MSI;423999;64;4491,93;0,00;46,75;17142,86
ASUS;141999;16;4036,08;0,00;25,99;8571,43
Lenovo;143999;16;4233,09;0,00;30,14;8571,43
Lenovo;85999;36;3059,80;0,00;12,68;4285,71
Dell;151900;48;4349,91;0,00;41,61;4285,71
HP;34900;8;1995,10;2,64;11,53;137,14
Lenovo;77999;16;3979,73;0,00;46,62;1097,14
HP;117900;20;3801,17;0,00;28,75;2142,86
HP;185900;32;4681,43;0,00;43,99;4285,71
ASUS;61900;8;3344,81;0,00;99,23;1097,14
ASUS;406900;16;5058,01;0,00;46,75;17142,86
HP;99499;16;3979,73;0,00;28,75;1097,14
HP;84999;8;3059,80;0,00;11,28;1097,14
HP;98499;32;3059,80;0,00;11,28;2142,86
HP;29900;16;1810,09;2,64;11,53;137,14
Dell;281900;32;4681,43;0,00;86,24;8571,43
